지점,지점명,일시,평균기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),평균 전운량(1/10)
192,진주,2019-02-20,4.5,,3.9,1.3,58.5,9.6,2.52,16.61,,4.9
192,진주,2019-02-21,4,,3.1,.9,57.8,9.4,2.59,16.85,,4.7
192,진주,2019-02-22,4.2,,1.4,.4,64,4,1.85,10.16,,7.9
192,진주,2019-02-23,5.4,,3.7,.9,62.1,9.6,2.56,16.95,,3.9
192,진주,2019-02-24,5.9,,3,.7,65,10.1,2.64,17.29,,2.1
192,진주,2019-02-25,6.9,,2.4,.6,56,9.7,2.61,17.23,,4.8
192,진주,2019-02-26,6.6,,3.7,.8,49.4,10,2.59,17.02,,4.1
192,진주,2019-02-27,7.9,.5,2.3,.8,67.8,1.4,1.67,8.04,,9.5
192,진주,2019-02-28,8.5,.5,3.7,.8,64.6,8.2,2.41,15.46,,4.6
192,진주,2019-03-01,6.7,,2.8,.7,58.8,9.5,2.76,17.65,,3.9
192,진주,2019-03-02,7.6,,2.9,.7,63.4,8.8,2.32,13.46,,6.4
192,진주,2019-03-03,10.2,0,2.2,.8,61,3.4,1.67,10.3,,8.9
192,진주,2019-03-04,10.2,,2.9,.9,63.4,8.8,2.58,16.18,,4.6
192,진주,2019-03-05,8.9,,2.3,.7,65.8,5.4,1.86,12.09,,6.6
192,진주,2019-03-06,9.2,2,2.8,.8,80.5,4.2,2.56,10.68,,6.7
192,진주,2019-03-07,7.5,,3.7,1.2,62.8,9.3,2.36,16.08,,1.5
192,진주,2019-03-08,6.7,,2.8,.8,65.8,10.6,2.92,19.92,,0
192,진주,2019-03-09,8,0,3.5,.9,69.4,9.3,2.66,16.96,,5.3
192,진주,2019-03-10,7.1,21,3.1,1.2,92.4,0,.61,4.04,,8
192,진주,2019-03-11,6.8,0,5.8,1.3,79.9,6.6,2.84,15.26,,6.9
192,진주,2019-03-12,6.9,0,6.2,1.9,65.9,6.4,2.92,15.42,,3.3
192,진주,2019-03-13,4.5,,6.5,2.2,38.4,9.7,2.8,18.96,,.9
192,진주,2019-03-14,5.3,,3.2,.9,54.3,10.8,3.07,21.55,,2.1
192,진주,2019-03-15,5.1,0,6.9,1.6,65.4,6,2.91,14.32,,6.8
192,진주,2019-03-16,6.1,,3.6,1.2,64.8,10.8,2.92,20.19,,0
192,진주,2019-03-17,7.2,,2.7,.8,61.5,11,3.1,21.91,,.1
192,진주,2019-03-18,8.1,,4.9,1,63.9,7.2,2.55,14.26,,7.8
192,진주,2019-03-19,11.6,,3.1,.9,59.6,10.7,2.82,19.49,,.7
192,진주,2019-03-20,11.2,19,3.4,.7,81.4,.5,1.36,7.1,,8.8
192,진주,2019-03-21,14.6,0,5.4,2,58.4,9.4,2.56,17.11,,8.5
192,진주,2019-03-22,9.3,,3.4,1.8,40.9,10.8,3.31,23.33,,5.6
192,진주,2019-03-23,6.3,0,6.6,2.1,41.8,8.7,3.14,19.32,,3.9
192,진주,2019-03-24,4.9,,3.9,1.2,55.6,11.4,3.32,24.04,,0
192,진주,2019-03-25,6,,3.3,.9,64.9,8.2,2.42,15.15,,4.9
192,진주,2019-03-26,9.7,,3.9,.8,59.8,10.5,3.2,22.48,,.3
192,진주,2019-03-27,12.3,,4,1.6,55.5,10.7,2.97,21.14,,4.8
192,진주,2019-03-28,12.8,,3.9,1.1,68,9.6,2.86,19.19,,6.4
192,진주,2019-03-29,12.7,,2.9,.9,77,8.8,2.68,18.32,,6.6
192,진주,2019-03-30,11.2,0,7.5,2.5,53.5,9.8,2.92,20.51,,6.3
192,진주,2019-03-31,6.6,,4.8,2.2,37.8,10.8,3.38,24.3,,2.9
192,진주,2019-04-01,6.3,,5,1.6,42.1,10.7,3.25,23.37,,2.6
192,진주,2019-04-02,7.7,,4.2,1.4,45.6,11.4,3.43,25.03,,.5
192,진주,2019-04-03,8.8,,3.4,1.3,33,11.3,3.47,25.56,,0
192,진주,2019-04-04,10.9,,3.8,1.4,40.3,11.2,3.38,24.92,,2.6
192,진주,2019-04-05,12.8,,4.3,1.4,48.8,11.1,2.99,21.76,,2.1
192,진주,2019-04-06,12.6,,3.6,1.2,45.5,11.3,3.25,24.05,,0
192,진주,2019-04-07,11.5,,2.7,.6,82.4,1.3,2.24,6.85,,7
192,진주,2019-04-08,14.3,,3.3,1.2,67.9,8.6,3.17,20.66,,6
192,진주,2019-04-09,10.4,24,5.3,2,66.5,5.3,2.83,13.17,,6.8
192,진주,2019-04-10,8.4,10.9,3.1,1.7,79.6,0,1.21,7.09,,8.3
192,진주,2019-04-11,9.1,,2.5,.8,76.5,5.8,2.18,15.08,,6.9
192,진주,2019-04-12,10.9,,3.3,1,63.9,9,3.07,23.84,,2.8
192,진주,2019-04-13,11.5,,3.4,.9,58.4,7.2,2.78,17.11,,5.8
192,진주,2019-04-14,12.2,0,4.8,1.6,54.6,3.6,2.05,10.1,,6
192,진주,2019-04-15,11.3,,3.3,1.1,52.8,12,3.38,26.04,,0
192,진주,2019-04-16,13.1,,3.1,.9,54.5,10.3,3.34,21.74,,4.4
192,진주,2019-04-17,15.2,,2.7,1,62.4,8.2,2.89,18.62,,5.4
192,진주,2019-04-18,14.8,,3.6,1.1,72,11.6,3.39,25.5,,3.3
192,진주,2019-04-19,12.7,,2.8,.8,82,.9,1.11,5.17,,8.5
192,진주,2019-04-20,14,,2.8,.9,71.5,11.8,3.4,25.45,,2.6
192,진주,2019-04-21,16.5,,2.4,.7,74.5,7.3,2.99,16.32,,6.9
192,진주,2019-04-22,17.5,,2.9,.9,73.5,11.1,2.81,21.01,,4.9
192,진주,2019-04-23,14.7,8.3,1.3,.4,90.1,0,.82,5.22,,6.5
192,진주,2019-04-24,17.6,6,2,.5,93.3,1.9,1.42,10.52,,7.3
192,진주,2019-04-25,15.2,11.1,1.9,.7,95.4,.1,.52,3.72,,8.8
192,진주,2019-04-26,12.3,0,2.4,1.3,80.1,.4,1.58,8.32,,7.3
192,진주,2019-04-27,12,0,3.3,1.1,71.1,11.1,3.47,24.98,,5.8
192,진주,2019-04-28,12,.1,2.4,.8,76.5,5.5,3.31,16.54,,7.8
192,진주,2019-04-29,11.1,54.2,1.6,.6,94,0,.32,2.24,,6.8
192,진주,2019-04-30,15.7,,2.6,1,85,6.9,2.38,15.64,,7.4
192,진주,2019-05-01,16.7,,3.1,1,71,7.3,3.36,19.5,,4.8
192,진주,2019-05-02,16,,3,1,59,12.6,3.52,28.09,,0
192,진주,2019-05-03,16.2,,3.5,1.1,55.5,12.6,3.51,27.75,,0
192,진주,2019-05-04,16.7,,2.8,.7,60.6,11.4,3.04,24.09,,4.5
192,진주,2019-05-05,18.1,,2.7,.9,60.1,11.6,3.29,25.17,,5
192,진주,2019-05-06,15.4,,3.7,1.2,65.4,10.9,3.65,26.32,,3.3
192,진주,2019-05-07,14.6,0,2.9,1.2,58,12.9,3.59,28.73,,.6
192,진주,2019-05-08,14.7,,2.7,.9,59.6,9.9,3.23,22.16,,6.8
192,진주,2019-05-09,16.2,,2.9,.8,54.9,10.1,3.46,25.47,,4.8
192,진주,2019-05-10,16.7,,2.7,.9,56.9,11.5,3.52,27,,3.8
192,진주,2019-05-11,17.9,,3.2,.9,55.8,12.5,3.43,27.35,,3.8
192,진주,2019-05-12,18.3,,3.4,.9,55.3,12.3,3.52,27.59,,3.5
192,진주,2019-05-13,17.8,,2.9,1,65.5,10.4,3.29,23.5,,7.1
192,진주,2019-05-14,21,0,3.6,1.2,72,9.3,3,21.08,,6.4
192,진주,2019-05-15,20.3,,3.2,.9,70.3,11,3.31,23.21,,6.3
192,진주,2019-05-16,20.8,,2.8,.8,64.8,11.6,3.39,26.31,,4.4
192,진주,2019-05-17,20.7,4.7,4,1.3,67.5,8.4,2.82,20.59,,6.1
192,진주,2019-05-18,17.2,44.2,2.5,1.1,93.6,0,.57,3.59,,9.3
192,진주,2019-05-19,18.6,15.7,2.5,.5,95,0,1.03,5.69,,9.5
192,진주,2019-05-20,17.5,.4,4,1.4,67.8,5.8,2.4,14.8,,10
192,진주,2019-05-21,17.6,,4,1.3,46.9,13.1,3.64,30.26,,0
192,진주,2019-05-22,18.7,,3.3,1.2,57,13.1,3.63,29.92,,.1
192,진주,2019-05-23,21.1,,3.4,1,61.3,12.8,3.56,28.57,,1.9
192,진주,2019-05-24,21.5,,3.9,1,64.8,12.8,3.34,27.11,,1.5
192,진주,2019-05-25,22.4,,2.2,.7,62.4,10,2.85,21.72,,6.6
192,진주,2019-05-26,22,.1,3.4,1.1,66.9,9.2,3.69,26.03,,8.3
192,진주,2019-05-27,19.8,66,4.4,1.9,90.5,0,.47,3.11,,10
192,진주,2019-05-28,18.8,,4.1,1.5,50.8,9.6,3.34,23.89,,4.8
192,진주,2019-05-29,19.7,,3.2,1.1,54.1,13.3,3.56,29.78,,.6
192,진주,2019-05-30,20.3,0,3.7,1.1,54.4,9.9,3.54,24.24,,6.6
192,진주,2019-05-31,17.1,1.2,4.3,1.1,76.3,8.1,3.62,22.2,,5.8
192,진주,2019-06-01,19,,2.4,.9,67.3,10.3,3.23,24.55,,8
192,진주,2019-06-02,20.1,,2.9,.9,65.8,12.3,3.62,25.58,,4.6
192,진주,2019-06-03,21.5,,2.6,1,64.9,12.7,3.45,28.11,,.4
192,진주,2019-06-04,22.5,,3.1,1.1,71.4,12.1,3.46,27.96,,0
192,진주,2019-06-05,23.9,,3,.9,65.9,12.5,3.46,28.01,,1.4
192,진주,2019-06-06,21.1,21.4,2.6,1,82.1,7.4,3.13,18.21,,8.1
192,진주,2019-06-07,19,15.8,2.2,.7,89.3,.2,1.46,7.34,,6.5
192,진주,2019-06-08,20.2,.2,2.7,1,79.3,10.2,3.23,24.26,,6.6
192,진주,2019-06-09,20.6,,3.2,1.3,71.8,11,3.56,27.22,,4.5
192,진주,2019-06-10,19.2,.3,2.4,1.3,72.4,2.6,2.3,14.03,,7
192,진주,2019-06-11,19,1.9,2.6,1.1,75.9,7.6,3.42,22.18,,6.4
192,진주,2019-06-12,20.7,,3.5,1.1,71.8,10.2,3.67,26.82,,4.1
192,진주,2019-06-13,21.1,,2.8,1.2,72.3,9.1,3.48,26.04,,6.5
192,진주,2019-06-14,19.1,2.7,1.8,.6,82.9,.3,1.48,6.7,,10
192,진주,2019-06-15,21.9,0,4.1,1.3,67.6,10.6,3.46,26.38,,4.4
192,진주,2019-06-16,20.9,,3.1,1.1,70.8,10,3.61,25.41,,5.1
192,진주,2019-06-17,21.9,,3.3,1.2,73.9,8.9,3.31,23.8,,7.1
192,진주,2019-06-18,22.3,,2.3,.9,76,5.3,2.87,17.17,,6.9
192,진주,2019-06-19,22.8,0,3.2,1,77.6,8.6,2.83,22.27,,4.8
192,진주,2019-06-20,24.2,,2.5,1.1,72.3,10.8,3.38,25.05,,4.5
192,진주,2019-06-21,24.4,,2.8,1.1,69.9,11,3.33,25.9,,4.9
192,진주,2019-06-22,22.3,.5,2.8,1.2,75.4,3.7,3.05,15.64,,7.1
192,진주,2019-06-23,21.5,6.3,3.7,1.2,71.9,11,3.31,27.05,,4.4
192,진주,2019-06-24,21.9,,3.1,1.1,76.3,10.2,3.36,24.89,,6.4
192,진주,2019-06-25,23.3,,3,1.2,71.9,12.7,3.3,27.93,,3.8
192,진주,2019-06-26,18.5,93.7,1.6,.5,93.4,0,.33,1.98,,9.8
192,진주,2019-06-27,23.9,40,2.5,.7,88.5,4.9,2.79,15.95,,8.3
192,진주,2019-06-28,24.2,,3.2,1.1,81.5,6.7,3.33,21.83,,7
192,진주,2019-06-29,20.7,60.9,1.8,.5,94.5,0,.38,2.38,,10
192,진주,2019-06-30,23.9,,2.2,.7,86.1,4.4,3.01,18.07,,7.8
192,진주,2019-07-01,23.8,.3,1.8,.7,87.1,1.2,1.29,9.36,,8.5
192,진주,2019-07-02,24,,3.1,.9,78,11.6,3.17,26.73,,6.5
192,진주,2019-07-03,23.1,,2.5,.8,81.9,4.8,2.57,16.56,,8.1
192,진주,2019-07-04,24.5,,3.1,.8,72.3,11.9,3.59,26.27,,4.6
192,진주,2019-07-05,24.8,,2.6,.8,74.6,12,2.83,23.59,,5.9
192,진주,2019-07-06,25,,3.7,1.5,63.4,13.2,3.51,28.86,,.1
192,진주,2019-07-07,23.1,,3.2,1.3,69,6.3,3.37,19.86,,7.4
192,진주,2019-07-08,23.1,0,2.9,1.3,65.6,6.7,3.57,19.84,,8.8
192,진주,2019-07-09,23,,3.3,1.4,67.1,4,2.54,15.08,,7.9
192,진주,2019-07-10,20.7,27,2.1,1,87.1,0,.7,3.78,,8.6
192,진주,2019-07-11,24.2,.1,4.7,1.3,80.5,6.1,2.83,19.76,,6.8
192,진주,2019-07-12,24.3,,2.2,1.1,73.4,10.4,3.6,26.45,,5.9
192,진주,2019-07-13,22.1,.9,3.1,.8,87.6,3.4,1.61,10.29,,8.9
192,진주,2019-07-14,23.8,.6,2.8,.9,80.3,6.5,2.48,17.7,,8.3
192,진주,2019-07-15,24.1,5.1,2.3,.9,79.1,6.6,2.58,18.14,,7.5
192,진주,2019-07-16,23.7,4.8,2.6,.9,81.1,8.5,3.33,20.32,,5
192,진주,2019-07-17,24.4,2,2.9,.9,78,9.8,3.12,22.15,,7.9
192,진주,2019-07-18,22.5,24.8,2.9,.7,91.3,0,.91,5.76,,9.9
192,진주,2019-07-19,23.5,30.7,3.6,.7,94.5,0,.24,1.78,,9.9
192,진주,2019-07-20,24.1,113.1,4.6,2.7,93.9,0,.81,2.85,,9.9
192,진주,2019-07-21,25.3,24,3.6,2,87.3,2.3,2.12,12.62,,7.6
192,진주,2019-07-22,26.8,,2.4,1.1,85.1,8.8,2.7,20.6,,6.1
192,진주,2019-07-23,27.3,,2.9,1.2,82.5,9.3,2.67,21.9,,6.1
192,진주,2019-07-24,26.3,,2.4,1.2,86.3,1.6,1.72,12.29,,8.6
192,진주,2019-07-25,26.6,0,2.3,.9,88.6,2.5,1.82,9.78,,8.5
192,진주,2019-07-26,27.1,0,2.6,1.1,87.3,2.5,2.18,13.84,,7.6
192,진주,2019-07-27,26.7,.6,1.7,.6,90.1,0,.89,5.43,,9.3
192,진주,2019-07-28,27.7,,4.1,1.5,82.6,7.1,3.13,19.42,,7.8
192,진주,2019-07-29,27.8,,2.8,1.1,81,11.3,3.1,23.55,,5.5
192,진주,2019-07-30,28.5,,2.8,1.4,80.4,9.7,3.09,22.15,,3.6
192,진주,2019-07-31,28.8,,3.3,1.5,79.3,11.9,3.35,26.19,,2.9
192,진주,2019-08-01,28.4,,2.8,1.1,78.6,12.5,3.36,27.19,,3.5
192,진주,2019-08-02,28.8,,2.3,.9,77.8,12,3.39,25.28,,2.3
192,진주,2019-08-03,28.5,,3.2,.7,79.1,9.8,3.16,22.72,,5.5
192,진주,2019-08-04,29,,2.4,.9,73.3,11.6,3.17,24.63,,4
192,진주,2019-08-05,29,,2.5,.7,75.4,9.7,3.14,21.67,,5.4
192,진주,2019-08-06,26.5,7.3,3,1.3,78.8,2.4,1.66,10.48,,8.1
192,진주,2019-08-07,27.7,0,3.2,1.2,80.6,10.6,3.16,24.24,,5.4
192,진주,2019-08-08,28.4,,2.7,.8,77.5,10.2,3.12,22.26,,6
192,진주,2019-08-09,28.4,,2.2,.7,76.9,11.8,2.8,21.64,,6.4
192,진주,2019-08-10,28.1,,4.7,1.2,75.4,11.9,3.2,24.36,,6.1
192,진주,2019-08-11,28,,5.2,2.2,75.5,7.8,3.49,21.13,,8
192,진주,2019-08-12,28.2,.2,3,1.4,79.5,2.4,1.4,10.54,,7.4
192,진주,2019-08-13,28.6,2.2,2.9,.7,81.1,8.1,2.77,20.2,,6
192,진주,2019-08-14,29.4,.6,3.8,1.6,71.8,8.9,2.49,19.47,,7.3
192,진주,2019-08-15,28.3,.3,4.3,1.7,75.6,3.5,2.48,12.73,,7.8
192,진주,2019-08-16,27.8,,5.3,1.9,71.4,11.1,3.09,24.18,,4.9
192,진주,2019-08-17,26.7,,3,1.1,73.8,12.1,3.34,25.64,,1
192,진주,2019-08-18,27.3,,2.6,.9,70.3,11.2,3.08,22.75,,3.1
192,진주,2019-08-19,25.7,,2,.7,74.6,7.1,2.79,15.6,,6.9
192,진주,2019-08-20,26.9,.2,3.4,1,72,5.7,2.1,13.23,,6
192,진주,2019-08-21,25.7,13.3,1.7,.6,82.8,.3,1.42,7.15,,7.6
192,진주,2019-08-22,26.7,29.8,2.6,1,87,4.8,2.27,10.6,,8.8
192,진주,2019-08-23,24.4,0,2.2,.6,82.1,5,2.59,12.35,,6.9
192,진주,2019-08-24,23.3,,2.1,.6,74.4,8.9,2.72,19.64,,5.9
192,진주,2019-08-25,22,.3,1.7,.5,84.9,.8,1.22,8.2,,6.5
192,진주,2019-08-26,23.9,,3.3,1,77.5,10.5,3.4,23.2,,6.6
192,진주,2019-08-27,22.6,10.7,1.4,.5,92.8,0,.84,3.77,,9.5
192,진주,2019-08-28,23.8,.3,1.9,.7,88.8,1.3,1.76,8.35,,7.8
192,진주,2019-08-29,22.3,.2,3.6,.9,89.8,0,.63,3.9,,9.9
192,진주,2019-08-30,22.7,,1.6,.7,74.6,8.4,3.37,21.85,,3.4
192,진주,2019-08-31,22.4,,2,.7,77.1,7.9,3.28,19.23,,5.5
192,진주,2019-09-01,21.4,2.3,1.5,.5,87.8,.2,.81,5.55,,9.6
192,진주,2019-09-02,20.2,24.9,1.3,.5,94.6,0,.47,2.67,,8.8
192,진주,2019-09-03,21.9,95.9,1.4,.5,94.5,0,1,4.6,,9.9
192,진주,2019-09-04,23.6,11.5,1.8,.4,94.6,0,.65,4.33,,9.3
192,진주,2019-09-05,25.2,7,2.6,.6,88.3,5.6,1.94,13.89,,7.4
192,진주,2019-09-06,26,1.8,4,1.2,85.8,1.4,1.77,10.49,,9
192,진주,2019-09-07,25.6,27,6.7,2.8,85.1,1.7,1.17,7.09,,7.4
192,진주,2019-09-08,25.1,.2,1.9,.6,85.8,3.7,2.78,13.73,,9
192,진주,2019-09-09,26.5,.7,3.9,.9,85.6,3.4,2.05,13.43,,8.3
192,진주,2019-09-10,26.2,.2,2.5,.8,82,9.3,1.93,16.29,,6.9
192,진주,2019-09-11,25.7,1.8,3.6,1.1,83.8,6.3,2.68,16.01,,8.4
192,진주,2019-09-12,20.3,.5,2.7,1,88,0,.8,4.04,,8.4
192,진주,2019-09-13,21.8,,2.6,.9,75.4,8.8,2.46,17.44,,3.1
192,진주,2019-09-14,22.4,,2.4,.7,77.5,9.9,3.06,21.69,,4.5
192,진주,2019-09-15,25,,2.5,.8,77.6,8,3.08,17.6,,7.8
192,진주,2019-09-16,23.5,,3,1.1,71.6,9.2,3.01,19.91,,5.6
192,진주,2019-09-17,20.8,,3.3,1,69.4,11,3.05,22.73,,1
192,진주,2019-09-18,21.1,,2.9,.8,67.4,9.7,3.12,21.39,,3
192,진주,2019-09-19,19.4,,3.5,.8,72.3,8.6,2.52,17.96,,2.6
192,진주,2019-09-20,19.2,,3.5,1.1,72.1,6.5,3.07,17.33,,8.1
192,진주,2019-09-21,17.7,74.5,2.9,1,93.5,0,.51,2.18,,10
192,진주,2019-09-22,17.8,99.2,5.2,2.7,88.4,0,.34,1.88,,9.9
192,진주,2019-09-23,18.1,.1,4.5,.8,86.6,0,.89,5.91,,4.6
192,진주,2019-09-24,18.3,,2.5,.7,79.6,8.3,3.08,19.53,,4.6
192,진주,2019-09-25,17.7,,2.8,.6,80.4,9.2,2.77,17.05,,7.3
192,진주,2019-09-26,20.5,,2.5,.5,81.6,8.2,2.91,17.83,,6.3
192,진주,2019-09-27,21.7,3.4,1.9,.6,84.6,3.9,1.82,10.51,,9
192,진주,2019-09-28,22.9,1.2,1.8,.4,91.1,1.7,2.03,9.14,,8.4
192,진주,2019-09-29,24.2,,2,.6,86,7.5,2.61,16.43,,4.4
192,진주,2019-09-30,23.5,0,2.3,.7,84.8,5.1,1.74,11.44,,5.5
192,진주,2019-10-01,21.5,16.5,2.2,.5,95.6,0,.67,2.39,,9.8
192,진주,2019-10-02,21.6,139.6,6,1.3,94.1,0,.16,.7,,10
192,진주,2019-10-03,23.4,4.1,6.5,1.6,80.6,7.8,2.55,14.29,,4
192,진주,2019-10-04,21.4,,2.7,.7,83.4,9.5,2.83,18.89,,4.6
192,진주,2019-10-05,21.7,,2.8,.8,78.4,6.6,1.98,12.99,,7.4
192,진주,2019-10-06,18.3,,2.7,1.2,70.6,6.7,2.46,14.24,,8.3
192,진주,2019-10-07,15.9,7.4,1.7,.6,90.1,0,.98,3.51,,9.3
192,진주,2019-10-08,17,,3.1,.9,71.6,8.6,2.65,17.06,,4.3
192,진주,2019-10-09,12.8,,2.7,.6,70,10.6,2.89,19.99,,.6
192,진주,2019-10-10,15,,1.9,.5,73,10.5,2.75,19.12,,6.6
192,진주,2019-10-11,18.9,,2.5,.9,63.6,10.6,2.71,18.59,,2.9
192,진주,2019-10-12,19.9,,4.4,2,54.1,10.5,2.67,18.13,,1.3
192,진주,2019-10-13,16.7,,3.4,1.4,61.4,10.5,2.69,18.23,,1.4
192,진주,2019-10-14,15.6,,2.4,.6,75.4,10.1,2.67,17.36,,2.8
192,진주,2019-10-15,14.9,,2.5,1,75.6,3,1.47,9.07,,8.3
192,진주,2019-10-16,13.3,,3,.6,76.4,9.1,2.75,16.89,,4.5
192,진주,2019-10-17,13.5,,2.6,.7,80.8,3.6,1.96,10.02,,7.6
192,진주,2019-10-18,14.9,9.8,2.2,.7,87.4,0,.23,1.42,,9.1
192,진주,2019-10-19,17.7,,2,.6,80.9,7.9,2.62,16.73,,3.6
192,진주,2019-10-20,15.7,,3.1,.6,80.1,10,2.6,16.77,,1.9
192,진주,2019-10-21,14.8,,3.7,.7,78.6,10,2.61,16.6,,3.3
192,진주,2019-10-22,15.9,,2.9,.7,80.4,9.4,2.37,14.99,,5.6
192,진주,2019-10-23,16.1,0,2.1,.5,80.3,2.5,1.57,7.78,,8.6
192,진주,2019-10-24,18,,3.7,1.3,69.8,3.4,1.53,9.12,,7.8
192,진주,2019-10-25,17.5,,2.8,.6,78.6,7.5,2.35,13.49,,6.3
192,진주,2019-10-26,14.3,,3.1,.8,64.1,8.7,2.57,15.88,,5.6
192,진주,2019-10-27,9.8,,1.9,.5,74.5,8.8,2.52,12.87,,3.3
192,진주,2019-10-28,10.7,,2.8,.8,74.4,9.5,2.5,15.48,,2.6
192,진주,2019-10-29,11.9,,5.9,1,72.4,9.7,2.14,13.84,,.5
192,진주,2019-10-30,10.4,,1.8,.4,77.4,9.7,2.52,16.14,,0
192,진주,2019-10-31,10.8,,1.8,.4,77.3,9.9,2.48,16.03,,.6
192,진주,2019-11-01,12.6,,1.7,.4,79.4,9,2.32,14.49,,1.4
192,진주,2019-11-02,12.8,,1.7,.3,84.3,7.9,1.88,10.89,,5.4
192,진주,2019-11-03,13.6,,2.7,.4,80.5,7.7,2.1,12.4,,4.1
192,진주,2019-11-04,12.6,,2.6,.5,81.1,5.8,2.14,10.67,,5.9
192,진주,2019-11-05,11.8,,2,.5,79.5,9.1,2.35,14.43,,1.4
192,진주,2019-11-06,10.6,,1.9,.5,75.9,9.4,2.34,14.57,,4
192,진주,2019-11-07,10.9,,2.1,.6,72.9,9.2,2.14,12.49,,4.6
192,진주,2019-11-08,8.4,,1.7,.4,71.5,9.4,2.28,14.23,,.1
192,진주,2019-11-09,7.9,,1.9,.5,69.5,9.3,2.3,14.35,,0
192,진주,2019-11-10,9.3,8.1,4.9,.6,76.6,4.3,1.49,8.57,,7.1
192,진주,2019-11-11,12.7,0,4.1,1.3,68.4,8.2,2.41,12.36,,2.6
192,진주,2019-11-12,9.4,,2.2,.5,77.9,9,2.05,12.7,,2.9
192,진주,2019-11-13,10.5,0,4.2,1.1,68.8,.8,1.64,5.91,,6.6
192,진주,2019-11-14,6.1,,4.2,1.9,47.9,9.2,2.33,14.51,,.6
192,진주,2019-11-15,7.6,,2.9,1,66.9,9.2,2.16,13.46,,0
192,진주,2019-11-16,11.1,,3.6,.7,80.4,8.9,2.02,11.95,,2.3
192,진주,2019-11-17,11.6,.5,1.5,.2,93.4,0,.32,1.58,,8.9
192,진주,2019-11-18,11.8,12.8,4.8,1.4,64.1,.2,.99,4.3,,9
192,진주,2019-11-19,4.9,,4,1.3,63,7.2,2.26,11.65,,4.4
192,진주,2019-11-20,4.2,,2.6,.8,55.9,9,2.23,13.73,,.3
192,진주,2019-11-21,5.2,,3,.8,57,8.8,2.15,13.46,,3.4
192,진주,2019-11-22,8.7,,2.5,.5,71.9,8.9,2.08,12.63,,2.1
192,진주,2019-11-23,10.8,,2.8,.5,80,8.9,2.11,12.57,,5.8
192,진주,2019-11-24,13.9,.1,3.7,.5,84.3,4.8,1.74,7.82,,5.9
192,진주,2019-11-25,9.8,,4,1.9,56.8,1.6,1.21,6.42,,9
192,진주,2019-11-26,9.7,,3.2,.9,69.1,8.2,2.29,12.08,,5
192,진주,2019-11-27,8.2,,2.8,.8,65.3,.2,.98,4.73,,9.3
192,진주,2019-11-28,6.5,,3,.9,69.4,5.6,1.85,9.14,,4.5
192,진주,2019-11-29,3.9,,2.6,.7,60.9,8.4,2.13,12.34,,.8
192,진주,2019-11-30,6.1,,2,.5,59.1,8.7,2.06,12.25,,1.6
192,진주,2019-12-01,6.8,26.7,2.2,.7,91.5,0,.26,1.2,,9.1
192,진주,2019-12-02,5.9,,4.4,1.7,54.6,8.3,2.04,11.45,,3.5
192,진주,2019-12-03,2.1,,2.4,.7,74.9,6.8,2.03,10.36,,2.4
192,진주,2019-12-04,2.9,,3,.7,71,8.6,1.91,11.73,,.8
192,진주,2019-12-05,2.3,,3.9,1.5,56.5,8.5,1.95,11.13,,.5
192,진주,2019-12-06,-1.9,,2.9,1,44.5,7,1.86,9.75,,3.9
192,진주,2019-12-07,-.3,,2.8,.8,60.9,8.6,2.05,12.17,,0
192,진주,2019-12-08,.5,,1.7,.5,73.3,7.5,2.04,11.6,,0
192,진주,2019-12-09,1.2,,2.1,.5,71.1,8.5,1.98,11.77,,0
192,진주,2019-12-10,5.1,,2.5,.5,79.8,7.8,1.8,9.53,,2.6
192,진주,2019-12-11,7.5,,5.7,1.5,67.4,6,1.67,8.18,,4
192,진주,2019-12-12,2.9,,2.6,.9,45.1,8.5,2.04,12.03,,.1
192,진주,2019-12-13,.5,,1.9,.4,63.4,7.8,1.71,8.89,,5.5
192,진주,2019-12-14,3.1,,3.8,.8,59.6,8.2,1.86,10.81,,3.5
192,진주,2019-12-15,4.4,,2.1,.4,69,7.9,1.9,10.54,,5.5
192,진주,2019-12-16,5.3,,1.4,.3,80.6,6.7,1.81,9.04,,4.4
192,진주,2019-12-17,7.3,0,2.9,.5,83.3,1.1,.98,4.52,,8.1
192,진주,2019-12-18,7.2,,1.9,.7,57.8,8.4,1.94,11.35,,5.1
192,진주,2019-12-19,4.4,,4.3,1.2,47.1,7.6,1.97,10.7,,6.3
192,진주,2019-12-20,1.9,,2.9,.7,58.9,7.2,1.92,9.87,,4.4
192,진주,2019-12-21,-.8,,1.2,.3,71.4,0,.78,4.2,,7.1
192,진주,2019-12-22,1.6,,2.5,.5,72.9,2.5,.84,5.23,,6
192,진주,2019-12-23,2.3,,2.9,.6,73.3,6.9,1.72,9.47,,2.4
192,진주,2019-12-24,2.2,,2.2,.4,70.9,7.5,1.88,10.45,,4
192,진주,2019-12-25,4.2,,1.9,.5,61.3,8.4,1.81,10.85,,4.5
192,진주,2019-12-26,4.6,1.2,4.2,.7,72,0,.34,1.6,,9.3
192,진주,2019-12-27,2.2,,5.6,1.5,45.1,8.5,2.05,11.94,,0
192,진주,2019-12-28,-.6,,2.2,.4,65,8.4,1.96,12.13,,.1
